Data;Texto;Autor(RT);Retweets;Curtidas;Hashtags;Mentions
2018-03-10 00:07:03;'...Tampouco se comprovou a prática dos propalados ilícitos gerados por confusão patrimonial ou clamorosa falha de gestão dos interesses da associação.” https://t.co/K6AwL50tcM; ;1;5; ; ;
